,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
0,Ampara,PF,5.0,0,52101051011,helped,a,43493.30859375,1.0,5.065581348701985,0.0,42252.66402108329,128604.51219922266,8610.108335066852,0.0,8610.108335066852,0.0,2828.8277638590325,0.0,2828.8277638590325,5905.865192958295,0.0,5905.865192958295,0.4094696447318169,2,36346.798828125,0.0,0,0.0,0.00972977836352264,0.002920812148357837,-1,0.21194605009633913,0.21194605009633913,False,7939.456931259323,6823.121591842963,3521.055335090274,1151.8703366665384,2629.1483492722746,0.0,2629.1483492722746,5905.86519295829,1151.8703366665384,91.15141775565253,1.7564372396465925e-05
1,Ampara,PF,5.0,1,52101051021,helped,a,43493.30859375,0.0,7.09181388818278,0.0,93914.60573751283,285848.0604495976,37233.094412897175,0.0,37233.094412897175,0.0,12232.832283958753,0.0,12232.832283958753,51380.612460146,0.0,51380.612460146,1.0514242985570077,1,36346.798828125,0.0,0,0.0,0.006526245786778746,0.03368021915669862,-1,0.0,0.0,True,29795.362884171253,3188.535289746785,7826.217144792736,24176.8104080632,9989.523939183106,0.0,9989.523939183106,41958.2191814712,24176.8104080632,334.4750625291291,1.7564372396465925e-05
2,Ampara,PF,5.0,2,52101051041,helped,a,43493.30859375,0.0,3.0393488092211913,0.0,189890.06322699296,577968.7392161,58877.982920567185,0.0,58877.982920567185,0.0,19344.20175497422,0.0,19344.20175497422,101082.04377993297,0.0,101082.04377993297,1.388258190421231,1,36346.798828125,0.0,0,0.0,0.004589642686662065,0.028139633009368364,-1,0.0,0.0,True,43870.02900767979,6217.73441346245,15824.171935582746,42243.39891557158,14804.121125240381,0.0,14804.121125240381,77358.10650962542,42243.39891557158,656.8257460956187,1.7564372396465925e-05
3,Ampara,PF,5.0,3,52101051051,helped,a,43493.30859375,0.0,4.052465078961589,0.0,185510.6888011759,564639.2291173065,78894.05580908769,0.0,78894.05580908769,0.0,25920.428267695934,0.0,25920.428267695934,102407.55842504543,0.0,102407.55842504543,0.9694916730157388,1,36346.798828125,0.0,0,0.0,0.004643500821149795,0.03529792617605955,-1,0.0,0.0,True,64239.99270172045,6344.9521995628775,15459.224066764657,49568.51100184126,21503.838563262052,0.0,21503.838563262052,84958.30320730087,49568.51100184126,666.6897852667022,1.7564372396465925e-05
4,Ampara,PF,5.0,4,52101051061,helped,a,43493.30859375,0.0,6.078697618442383,0.0,119899.00962193316,364936.8389624983,48547.575057080176,0.0,48547.575057080176,0.0,15950.17424231194,0.0,15950.17424231194,65769.93188170761,0.0,65769.93188170761,1.0262048635965797,1,36346.798828125,0.0,0,0.0,0.005775933677332381,0.03416411337811771,-1,0.0,0.0,True,39057.8616517077,4080.3652153534767,9991.584135161096,31218.78605403801,13088.610432892623,0.0,13088.610432892623,53970.38323969928,31218.78605403801,428.1604159868582,1.7564372396465925e-05
5,Ampara,PF,5.0,5,52101051081,helped,a,43493.30859375,0.0,7.09181388818278,0.0,111920.58600889788,340652.8961474091,53428.783936902604,0.0,53428.783936902604,0.0,17553.88219383677,0.0,17553.88219383677,62781.19326592077,0.0,62781.19326592077,0.8464971077293423,1,36346.798828125,0.0,0,0.0,0.005978262876591123,0.03801125443276255,-1,0.0,0.0,True,44653.732898544644,3862.5683060572833,9326.71550074149,31690.738043252688,14912.109051093476,0.0,14912.109051093476,53332.931712842925,31690.738043252688,408.66309152763233,1.7564372396465925e-05
6,Ampara,PF,5.0,6,52101051091,helped,a,43493.30859375,0.0,6.078697618442383,0.0,93183.89750288204,283624.00243451586,47844.58533055098,0.0,47844.58533055098,0.0,15719.208872455416,0.0,15719.208872455416,52845.85871980619,0.0,52845.85871980619,0.7759843583312171,1,36346.798828125,0.0,0,0.0,0.006551783832808397,0.03976034929379598,-1,0.0,0.0,True,40588.75803498592,3227.3855286061203,7765.324791906837,27318.099828172773,13536.20799670155,0.0,13536.20799670155,45506.90439956362,27318.099828172773,343.93631693283885,1.7564372396465925e-05
7,Ampara,PF,5.0,7,52101051101,helped,a,43493.30859375,0.0,5.065581348701985,0.0,107344.88809052588,326725.83586856845,29693.02814871281,0.0,29693.02814871281,0.0,9755.563943142228,0.0,9755.563943142228,56527.3864408114,0.0,56527.3864408114,1.5751785996167162,1,36346.798828125,0.0,0,0.0,0.006104348389754694,0.025613472427751242,-1,0.0,0.0,True,21264.933327824638,3439.1691043302835,8945.407340877156,22080.006100574617,7201.830016823755,0.0,7201.830016823755,41730.096877506214,22080.006100574617,366.5354394127227,1.7564372396465925e-05
8,Ampara,PF,5.0,8,52101053011,helped,a,43493.30859375,0.0,1.8010988102314913,22499.999450683594,205349.94354133017,556540.9688016331,82596.93526411754,0.0,82596.93526411754,0.0,27137.482037005564,0.0,27137.482037005564,112549.71015905513,0.0,112549.71015905513,1.0340847132999507,1,36346.798828125,0.0,0,0.0,0.004413495638762264,0.03401174885725357,-1,0.0,0.0,True,66340.62177660504,6983.294853921707,17112.495295110846,53278.31165399523,22235.058348054074,0.0,22235.058348054074,92217.45034358595,53278.31165399523,732.6881281602944,1.7564372396465925e-05
9,Ampara,PF,5.0,9,52101053021,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,173356.15172921692,527644.4419870399,58306.997594902874,0.0,58306.997594902874,0.0,19156.606073347673,0.0,19156.606073347673,93060.11797538096,0.0,93060.11797538096,1.267489580161367,1,36346.798828125,0.0,0,0.0,0.004803528445287456,0.02995587231755837,-1,0.0,0.0,True,44570.96791485379,5754.564918244489,14446.345977434743,40598.91248741015,15005.697694855307,0.0,15005.697694855307,72895.58455393484,40598.91248741015,605.2746577117398,1.7564372396465925e-05
